"52.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"52.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"53.29.177.64","1593366219.728","POST /update-blog-stats HTTP/1.1","200","0","https://lbrito1.github.io/blog/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/61.0.3163.100 Chrome/61.0.3163.100 Safari/537.36 PingdomPageSpeed/1.0 (pingbot/2.0; +http://www.pingdom.com/)","0.091"
"127.0.0.1","1593368645.549","GET /assets/blazer/bootstrap.self-b38817c3e3a3049abb1fc08dd6ae448b23330f8453226efdb074710209474f75.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.020"
"127.0.0.1","1593368645.550","GET /assets/blazer/ace.self-d088784b7ecb87f1ea17e6f982fa968ffefcc07b79de6ecc548fc00242868da6.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.027"
"127.0.0.1","1593368645.554","GET /assets/blazer/vue.self-f886d1e9e8861e49af87a21d19b7ae5cb98e7c3c39eee78431bd5edc87e05420.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.022"
"127.0.0.1","1593368645.560","GET /assets/blazer/queries.self-87cb580ad54f31f701cf36d8bdbdbf2894dd341445848caa7c92a8d75b697273.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.017"
"127.0.0.1","1593368645.560","GET /assets/blazer/routes.self-1b267b8d312d310ea0b35f94f74388afdd6745521e72c1fece7afde3a9115f7b.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.024"
"127.0.0.1","1593368645.561","GET /assets/blazer/fuzzysearch.self-6139d0c6752ece8348817301a6ac362f67c0d346744bd97491bdec51905e49cd.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.013"
"127.0.0.1","1593368645.566","GET /assets/blazer/application.self-3b7e2742ae459687a373acba0a61b0f2382472d608e65cec099e742cb362af73.js?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.016"
"127.0.0.1","1593368645.569","GET /assets/blazer/bootstrap.self-da50506066bdb6cedbe54070b8017b903bae03cf29844440f093c60e3e7ec474.css?body=1 HTTP/1.1","200","146395","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.019"
"127.0.0.1","1593368645.571","GET /assets/blazer/selectize.self-207d4c98bc44ebbc6266eceef0d51350d65737cb587e9cacb82cccbc682df5f9.css?body=1 HTTP/1.1","200","11883","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.017"
"127.0.0.1","1593368645.573","GET /assets/blazer/daterangepicker.self-9e4450a60b4d6d5b4a8304ade07576767dc3f64f7653b0f95bce43bf11d854b2.css?body=1 HTTP/1.1","200","8163","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.012"
"127.0.0.1","1593368645.573","GET /assets/blazer/github.self-7f2e604eb11d7641e3e301ba9c1a5588ebcd777e2ea4a8e2e99c479ad218853b.css?body=1 HTTP/1.1","200","1668","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.013"
"127.0.0.1","1593368645.575","GET /assets/blazer/application.self-2831b278fd32dadcdc7fd09611ed4e116a5e485c000848a634b015b69ef049e3.css?body=1 HTTP/1.1","200","2765","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.014"
"127.0.0.1","1593368645.772","GET /assets/blazer/favicon-392743107d0d14fea5699cff1e80d209db7058ef660e643ff9c9f07e990ac084.png HTTP/1.1","499","0","-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.000"
"127.0.0.1","1593368645.966","GET /blazer HTTP/1.1","200","8903","-","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.033"
"127.0.0.1","1593368646.020","GET /assets/blazer/daterangepicker.self-9e4450a60b4d6d5b4a8304ade07576767dc3f64f7653b0f95bce43bf11d854b2.css?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.011"
"127.0.0.1","1593368646.021","GET /assets/blazer/github.self-7f2e604eb11d7641e3e301ba9c1a5588ebcd777e2ea4a8e2e99c479ad218853b.css?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.012"
"127.0.0.1","1593368646.023","GET /assets/blazer/selectize.self-207d4c98bc44ebbc6266eceef0d51350d65737cb587e9cacb82cccbc682df5f9.css?body=1 HTTP/1.1","304","0","http://localhost:8080/blazer","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0","0.014"
